"pregion","dollar_per_kw","geo_rsc_mw"
"p26",23410.6607766783,1108.41625260352
"p26",23438.8061887125,1621.34120480211
"p26",25062.6163102187,958.505398675189
"p26",25538.4845745045,3408.4041569943
"p26",25597.4133773693,1072.95380448715
"p26",25826.8762096713,4777.27097979683
"p26",26462.5645115026,11370.2551244987
"p26",26539.3623593754,863.533592144605
"p26",28200.4061465827,960.519574894673
"p26",29687.404805842,966.642080758887
"p26",29974.7086594416,2819.29726566196
"p26",30676.7487938659,844.056992863226
"p26",31634.8305508242,10480.8851477444
"p26",34220.8807598846,2035.88018464131
"p26",39003.902179088,2035.88018464131
"p26",41264.1789728678,3455.77233659507
"p26",43575.2775875602,699.637715046737
"p27",14996.144345048,18778.4114790723
"p27",16216.6565071475,16648.9008989713
"p27",16226.7837256534,16648.9008989713
"p27",17581.9726739368,14519.3903188703
"p27",22501.9342837872,12970.6553515242
"p27",27770.8107807832,22843.840768356
"p28",11860.8806680186,3144.39173869363
"p28",12881.9841507155,7514.71878882171
"p28",13437.3083327597,10617.0742752413
"p28",14100.6878591239,13705.9392121766
"p28",14200.1065063495,3948.77102068502
"p28",14201.4852296955,16558.8931714347
"p28",14922.0389200649,30229.5098611801
"p28",14996.144345048,35301.3809340354
"p28",15135.6621050405,19119.6621088839
"p28",15627.2091989684,6782.31787789829
"p28",16216.6565071475,17999.5041547833
"p28",16226.7837256534,21901.9494695642
"p28",16750.1328152943,13937.3008959632
"p28",17242.5907850676,2742.20209769793
"p28",17465.0594027004,8789.36579207426
"p28",17581.9726739368,15697.2419954506
"p28",18872.8887883071,4580.64306345381
"p28",19453.8855852265,11399.3644747964
"p28",19855.4437353446,40596.7418324421
"p28",20201.2858900121,10776.263579353
"p28",20385.8300308618,4899.4010812203
"p28",20731.4618909943,4032.95747977999
"p28",21650.633456713,8789.36579207426
"p28",22188.7328871935,20904.376911153
"p28",22238.2499344693,3734.21988868518
"p28",22501.9342837872,3335.90310055876
"p28",22960.798785932,25272.4556687073
"p28",23350.8379933315,26242.7678882533
"p28",23410.6607766783,26832.4837964053
"p28",23438.8061887125,23400.4219154697
"p28",25597.4133773693,7665.14458611128
"p28",26539.3623593754,15456.0861154706
"p28",27770.8107807832,45255.9714584358
"p28",29687.404805842,17301.5889352283
"p28",30676.7487938659,24438.2456479104
"p28",31634.8305508242,17301.5889352283
"p28",34220.8807598846,13610.5832957129
"p29",23438.8061887125,20721.2929958563
"p29",28200.4061465827,22378.9964355248
"p29",29687.404805842,20721.2929958563
"p29",34220.8807598846,16300.7504900736
"p3",16750.1328152943,5646.65029888003
"p3",17465.0594027004,16570.6514866571
"p3",17756.3237655923,32758.3389794308
"p3",17781.0168917904,12673.6067817278
"p3",18945.9029233104,1464.53577192828
"p3",19453.8855852265,8054.5534573821
"p3",19731.6205770786,7270.95070330156
"p3",20731.4618909943,8203.19094594683
"p3",22188.7328871935,11349.5367208498
"p3",22501.9342837872,3900.26360850476
"p3",22960.798785932,8367.00431621305
"p3",25062.6163102187,9211.94222973271
"p3",25597.4133773693,12603.9515157046
"p3",25774.6747488849,5551.0511890248
"p3",30676.7487938659,15457.0140260449
"p30",12875.0324912057,1174.69866672534
"p30",12881.9841507155,1256.65438765966
"p30",14100.6878591239,13382.247967463
"p30",14200.1065063495,17842.9972899507
"p30",14201.4852296955,1256.65438765966
"p30",14922.0389200649,14208.3126568126
"p30",14996.144345048,1324.9508217716
"p30",15135.6621050405,15199.5902840321
"p30",17221.8214234768,12390.9703402436
"p30",17242.5907850676,1024.44651167907
"p30",20385.8300308618,22138.5336745685
"p30",27770.8107807832,1611.79584504174
"p31",11564.3849607725,12.9108213058846
"p31",12619.3324643201,12.9108213058846
"p31",12881.9841507155,16879.3831327186
"p31",14100.6878591239,1842.51459649767
"p31",14200.1065063495,5751.20329195035
"p31",14201.4852296955,11037.4790133919
"p31",14719.8054421238,11.5336670332569
"p31",14922.0389200649,14553.6599008228
"p31",14960.2364035834,3161.14115977933
"p31",14996.144345048,44015.9066012399
"p31",15135.6621050405,35608.7395974601
"p31",15385.3536006787,11.5336670332569
"p31",15627.2091989684,17533.6418626273
"p31",16216.6565071475,19187.1739023722
"p31",17221.8214234768,4255.06813462391
"p31",17242.5907850676,17728.6404870338
"p31",17412.080541241,3678.62234414172
"p31",17465.0594027004,12851.0999609473
"p31",17581.9726739368,26134.5738642247
"p31",17756.3237655923,7419.67834456607
"p31",17781.0168917904,6532.54289032448
"p31",18872.8887883071,6328.0099857496
"p31",19453.8855852265,5158.70379273065
"p31",19855.4437353446,6084.67978318854
"p31",19981.3099739419,4065.94702709523
"p31",20176.3926602811,8087.75686803219
"p31",20385.8300308618,13540.9202585755
"p31",20731.4618909943,7617.53844547218
"p31",21650.633456713,3088.4007662835
"p31",22188.7328871935,9293.6638452614
"p31",22238.2499344693,6128.1582856542
"p31",22501.9342837872,15435.1069308099
"p31",23350.8379933315,3599.5650487763
"p31",23410.6607766783,33171.9656558122
"p31",23438.8061887125,3358.43595327116
"p31",23693.3065170073,2118.78657221775
"p31",25062.6163102187,27368.7385580113
"p31",25538.4845745045,6263.02724268436
"p31",25597.4133773693,7053.27633840017
"p31",25826.8762096713,24315.4298874236
"p31",26539.3623593754,16888.6286168772
"p31",27770.8107807832,34733.5599971578
"p31",27991.2894077498,3239.38385528898
"p31",28200.4061465827,8407.52033618383
"p31",29687.404805842,20890.8230407894
"p31",29974.7086594416,8066.56447241334
"p31",30676.7487938659,23279.1141639994
"p31",33602.7411826441,3285.72163373755
"p31",34220.8807598846,8826.02757342091
"p31",35124.9031535329,9498.08749457656
"p31",35311.5605888182,17687.987238489
"p31",39003.902179088,11707.7192314789
"p31",39570.6354559266,5016.56605531286
"p31",41264.1789728678,6123.99629425736
"p31",46402.1530989227,5470.59083267913
"p31",52804.3988744404,2893.396662545
"p31",54940.7896622694,3373.27155923491
"p31",59579.1238157546,4417.57309348446
"p32",29792.1660866185,1392.11663239993
"p32",35124.9031535329,6271.17838845304
"p32",38682.6087325057,3087.24053918604
"p32",45635.8770932137,1875.4372240772
"p32",46402.1530989227,1209.24667883088
"p32",52804.3988744404,4313.13429010538
"p32",54940.7896622694,3239.29761435737
"p33",11320.2711688527,222.403670882953
"p33",11860.8806680186,197.182636040557
"p33",11886.1615641229,222.403670882953
"p33",12594.4556808885,888.504021388353
"p33",12699.2247687404,655.523404746804
"p33",12875.0324912057,787.745833395859
"p33",12881.9841507155,1138.55648456152
"p33",13353.8842752697,311.93053298629
"p33",14100.6878591239,2225.32565428066
"p33",14201.4852296955,2231.67873322983
"p33",14922.0389200649,3568.13773335971
"p33",14960.2364035834,171.96160119816
"p33",14996.144345048,5048.06577840861
"p33",15135.6621050405,2592.77003712302
"p33",15841.5176804637,927.08531606916
"p33",17221.8214234768,241.183401793524
"p33",17242.5907850676,3798.73566868218
"p33",17465.0594027004,4492.91512087903
"p33",17581.9726739368,2009.26325149824
"p33",17756.3237655923,3678.69999361153
"p33",17781.0168917904,886.924639191281
"p33",18872.8887883071,17687.313121297
"p33",18945.9029233104,1361.36771279987
"p33",19453.8855852265,4275.31136560573
"p33",19855.4437353446,733.629022540936
"p33",20176.3926602811,3956.90036973103
"p33",20201.2858900121,104.407974417262
"p33",20385.8300308618,307.238060807379
"p33",20731.4618909943,16487.0004940859
"p33",21650.633456713,11643.8757289094
"p33",22188.7328871935,28260.2205437197
"p33",22238.2499344693,10574.9898946868
"p33",22501.9342837872,9326.40249420014
"p33",22960.798785932,3402.0368129965
"p33",23410.6607766783,20389.7803364434
"p33",23438.8061887125,11487.432426271
"p33",25062.6163102187,6503.93638486612
"p33",25538.4845745045,2591.66728103913
"p33",25597.4133773693,13847.4642801551
"p33",25826.8762096713,12382.8528444239
"p33",26462.5645115026,4591.41251134364
"p33",26539.3623593754,10605.5982283331
"p33",27770.8107807832,20598.3493221342
"p33",29687.404805842,15300.6432269524
"p33",30676.7487938659,18049.4706669389
"p33",31571.9256350001,135.276459609219
"p33",31634.8305508242,4591.41251134364
"p33",34220.8807598846,9916.5238662258
"p33",34466.1434073301,6304.61269063547
"p33",35311.5605888182,11093.1795483001
"p33",39003.902179088,12131.0399368125
"p34",12699.2247687404,456.504856662854
"p34",12881.9841507155,2867.11988481702
"p34",13353.8842752697,1672.97004343094
"p34",14100.6878591239,2567.25634823853
"p34",14201.4852296955,1361.30456192748
"p34",14922.0389200649,2778.40082195456
"p34",14960.2364035834,2383.26075436016
"p34",14996.144345048,10398.6466981687
"p34",15135.6621050405,9862.61785535119
"p34",15841.5176804637,5214.79424086657
"p34",16216.6565071475,5921.3682515305
"p34",16750.1328152943,671.416392522773
"p34",17221.8214234768,1331.50559927755
"p34",17242.5907850676,1045.58361205442
"p34",17465.0594027004,6130.27054092417
"p34",17581.9726739368,5924.61119848185
"p34",17756.3237655923,4633.99976240318
"p34",17781.0168917904,7271.07944900008
"p34",18872.8887883071,11573.5503503049
"p34",18945.9029233104,2140.96850082367
"p34",19453.8855852265,15825.7610146108
"p34",19855.4437353446,5826.60381106672
"p34",20176.3926602811,2583.44532166308
"p34",20201.2858900121,6502.58883361571
"p34",20385.8300308618,1797.06577021991
"p34",20731.4618909943,7265.53744640067
"p34",21650.633456713,13583.2692695571
"p34",22188.7328871935,9762.95120227624
"p34",22238.2499344693,12055.2413845642
"p34",22501.9342837872,12783.016523554
"p34",23410.6607766783,4116.14627454408
"p34",23438.8061887125,10645.7798175666
"p34",25062.6163102187,6475.72207621168
"p34",25597.4133773693,9449.83352022379
"p34",25774.6747488849,3281.18559458531
"p34",25826.8762096713,15806.5437646039
"p34",26462.5645115026,10879.9217742654
"p34",26539.3623593754,6609.23264955867
"p34",27770.8107807832,7784.73996251911
"p34",29687.404805842,3589.66244873031
"p34",29792.1660866185,10164.9661879322
"p34",29974.7086594416,5687.16712865223
"p34",30676.7487938659,14981.7964018853
"p34",31634.8305508242,22258.6152682194
"p34",34220.8807598846,8530.03728339371
"p34",35124.9031535329,5471.82030751436
"p34",35311.5605888182,33516.0839860549
"p34",39003.902179088,4519.69333633975
"p34",41264.1789728678,5237.96154342458
"p34",43575.2775875602,5025.2217815797
"p34",46402.1530989227,4818.46862900518
"p35",18872.8887883071,10513.1736521082
"p35",19453.8855852265,8409.67806661992
"p35",20176.3926602811,1911.62282247108
"p35",20731.4618909943,6110.93740451196
"p35",21650.633456713,10239.0356138925
"p35",22188.7328871935,9609.89788854391
"p35",22238.2499344693,4579.35955102677
"p35",22501.9342837872,4090.89453225058
"p35",23410.6607766783,6059.80908096538
"p35",23438.8061887125,13365.5561319575
"p35",25062.6163102187,7910.18100266112
"p35",25538.4845745045,6105.19405158952
"p35",25597.4133773693,10076.7909931935
"p35",25774.6747488849,8254.23571314369
"p35",25826.8762096713,19469.9724471737
"p35",26462.5645115026,2893.45885445601
"p35",26539.3623593754,7515.44631664704
"p35",27770.8107807832,6279.42891814653
"p35",28718.0619120455,1638.62230073602
"p35",29687.404805842,2082.99445008816
"p35",29792.1660866185,5654.63794123496
"p35",29974.7086594416,4543.32189247193
"p35",30676.7487938659,9549.51202720574
"p35",31634.8305508242,6329.81859093465
"p35",33602.7411826441,4543.32189247193
"p35",34220.8807598846,4979.45729153526
"p35",35311.5605888182,9827.78336475794
"p35",36276.096267792,5085.80808858798
"p35",39003.902179088,2276.18763217206
"p35",43575.2775875602,4000.83569635588
"p36",20176.3926602811,908.414412829562
"p36",20731.4618909943,4094.41757104256
"p36",21650.633456713,11951.6567141632
"p36",22188.7328871935,21898.7972565897
"p36",22238.2499344693,792.221871653688
"p36",22960.798785932,855.599621385983
"p36",23410.6607766783,21855.6746213926
"p36",23438.8061887125,11150.5370886015
"p36",25062.6163102187,6621.05577456492
"p36",25538.4845745045,2175.0312573426
"p36",25597.4133773693,16095.5927559755
"p36",25774.6747488849,1634.00069229771
"p36",25826.8762096713,22834.1383565931
"p36",26462.5645115026,8439.83288792381
"p36",26539.3623593754,8124.21014269359
"p36",27770.8107807832,5964.70707880275
"p36",29687.404805842,4871.78988632051
"p36",29792.1660866185,3368.33406900615
"p36",29974.7086594416,4631.1585869639
"p36",30676.7487938659,22258.2990063834
"p36",31397.4856276848,5345.24598685462
"p36",31634.8305508242,3063.45848770192
"p36",34220.8807598846,5208.53393926027
"p36",35124.9031535329,2683.36248772906
"p36",35311.5605888182,10204.720474577
"p36",36276.096267792,6964.01356507259
"p36",39003.902179088,2806.47977361724
"p36",39570.6354559266,5430.14508257635
"p36",43575.2775875602,4683.34704319395
"p36",46402.1530989227,4850.68572289354
"p36",52804.3988744404,2487.72472623661
"p36",59579.1238157546,3056.17248198818
"p37",23410.6607766783,3684.72520936841
"p37",26462.5645115026,5991.84589553662
"p37",26539.3623593754,6363.57241884643
"p37",28200.4061465827,3865.15207823635
"p37",28718.0619120455,4453.09312433574
"p37",29687.404805842,7295.82170783521
"p37",29792.1660866185,8754.86803136663
"p37",29974.7086594416,8703.84507525012
"p37",31397.4856276848,5427.70484163612
"p37",31634.8305508242,10074.2444556668
"p37",33602.7411826441,2419.94624149057
"p37",34220.8807598846,7807.3763078903
"p37",35124.9031535329,12546.0623034016
"p37",36276.096267792,6221.38089136072
"p37",39003.902179088,6287.33686740542
"p37",39570.6354559266,12643.8619911303
"p37",41264.1789728678,5613.63334022143
"p37",43575.2775875602,5902.00640358016
"p37",46402.1530989227,11624.1032655925
"p37",52804.3988744404,7047.24711256154
"p37",54940.7896622694,9609.85429466086
"p37",59579.1238157546,9329.54780461801
"p37",70988.6211709944,1313.91974828017
"p38",18872.8887883071,3845.99397252377
"p38",20176.3926602811,2911.6777391159
"p38",20731.4618909943,3386.14686711332
"p38",21650.633456713,7408.90253497608
"p38",22188.7328871935,8429.67074002039
"p38",22501.9342837872,2800.88691477275
"p38",22960.798785932,2135.00985895666
"p38",23410.6607766783,2430.24285555693
"p38",23438.8061887125,6603.78906936802
"p38",25062.6163102187,8724.89718470237
"p38",25538.4845745045,4810.8516823968
"p38",25597.4133773693,7651.43599602073
"p38",25826.8762096713,6443.41427495506
"p38",26462.5645115026,16142.2743440236
"p38",26539.3623593754,8399.2466529827
"p38",28200.4061465827,2447.38687877604
"p38",29687.404805842,7154.12093518075
"p38",29792.1660866185,17776.4036525506
"p38",29974.7086594416,9417.18153306167
"p38",30676.7487938659,4956.6902341733
"p38",31397.4856276848,13988.5651968762
"p38",31634.8305508242,16725.4241751505
"p38",33602.7411826441,18890.7529798189
"p38",34220.8807598846,9036.82948087669
"p38",34466.1434073301,3729.61416071485
"p38",35124.9031535329,24855.8375218641
"p38",35311.5605888182,4932.90531258483
"p38",36276.096267792,13238.1169362324
"p38",38682.6087325057,713.668704150729
"p38",39003.902179088,11187.3190245453
"p38",39570.6354559266,18733.3814441137
"p38",41264.1789728678,16589.4116211657
"p38",43575.2775875602,10448.9943889344
"p38",45635.8770932137,2784.34699522297
"p38",46402.1530989227,21147.692456634
"p38",52804.3988744404,30691.9585875851
"p38",54940.7896622694,5223.95025902169
"p38",59579.1238157546,10678.2655910458
"p39",22188.7328871935,2562.89792210052
"p39",23410.6607766783,3289.68987015887
"p39",23438.8061887125,4621.05276907734
"p39",25062.6163102187,4128.14047370909
"p39",25538.4845745045,8284.56542592841
"p39",25597.4133773693,2868.91558444088
"p39",25774.6747488849,1117.87282528413
"p39",25826.8762096713,1844.44956212514
"p39",26462.5645115026,6885.6427762657
"p39",26539.3623593754,7111.80570190253
"p39",28718.0619120455,3203.18613399462
"p39",29687.404805842,14461.197878108
"p39",29792.1660866185,10483.3787372088
"p39",29974.7086594416,5510.3791758131
"p39",30676.7487938659,1139.00743447603
"p39",31397.4856276848,3871.23063740569
"p39",31634.8305508242,11114.6486405611
"p39",33602.7411826441,1599.35413739482
"p39",34220.8807598846,5165.69384203295
"p39",34466.1434073301,1096.95003379207
"p39",35124.9031535329,1599.35413739482
"p39",35311.5605888182,2278.01486895205
"p39",36276.096267792,9400.72689329396
"p39",39003.902179088,4011.35300551449
"p39",41264.1789728678,10779.7166747834
"p39",43575.2775875602,4435.54305577919
"p4",17465.0594027004,5532.64010933019
"p4",17756.3237655923,10210.5509224519
"p4",18945.9029233104,4012.00531817922
"p4",22188.7328871935,4310.31264331538
"p4",22238.2499344693,4824.97683953214
"p4",25062.6163102187,3125.63205020939
"p4",25597.4133773693,3498.84184724932
"p4",30676.7487938659,6548.07070026808
"p40",22188.7328871935,1342.80620977485
"p40",23410.6607766783,2934.31320932448
"p40",23438.8061887125,1055.85279830055
"p40",25062.6163102187,943.228499815155
"p40",25538.4845745045,5060.06287257425
"p40",25597.4133773693,1503.14127959871
"p40",25826.8762096713,2558.99407789926
"p40",26462.5645115026,17663.6134851109
"p40",26539.3623593754,4185.484104475
"p40",29792.1660866185,9263.68699904948
"p40",29974.7086594416,13714.8989906451
"p40",31397.4856276848,11683.269953372
"p40",31634.8305508242,15352.4988701252
"p40",33602.7411826441,12186.2105392626
"p40",34220.8807598846,14795.5403342116
"p40",35124.9031535329,41321.9397827638
"p40",36276.096267792,4754.18402398095
"p40",38682.6087325057,10615.4899004422
"p40",39003.902179088,4516.32900974804
"p40",39570.6354559266,10726.6683270729
"p40",41264.1789728678,11685.9764092651
"p40",43575.2775875602,5841.88413138267
"p40",46402.1530989227,20573.5419448199
"p40",52804.3988744404,31309.1699375243
"p40",59579.1238157546,8357.42615443064
"p41",29792.1660866185,653.323766584241
"p41",29974.7086594416,1403.98057339324
"p41",31397.4856276848,2836.39329920974
"p41",33602.7411826441,1783.18787381837
"p41",35124.9031535329,8502.02679211542
"p41",36276.096267792,731.332574534598
"p41",38682.6087325057,2138.27306452703
"p41",39570.6354559266,421.814417221866
"p41",41264.1789728678,1570.26991873558
"p41",46402.1530989227,6009.61249273477
"p41",52804.3988744404,4764.80536464182
"p41",59579.1238157546,371.448516658061
"p42",54940.7896622694,1598.93627855318
"p42",70988.6211709944,22139.5164174684
"p43",39570.6354559266,9982.3716961282
"p43",45635.8770932137,1142.61343429715
"p43",46402.1530989227,789.454555811115
"p43",54940.7896622694,9870.12057693119
"p43",59579.1238157546,7901.11030260707
"p43",70988.6211709944,40793.7479891399
"p44",39570.6354559266,2592.36053801214
"p44",46402.1530989227,2688.86067702365
"p44",54940.7896622694,6492.47999322614
"p44",59579.1238157546,1899.72166081219
"p44",70988.6211709944,2850.62553405059
"p45",35124.9031535329,1515.89374786741
"p45",39570.6354559266,11534.4273738643
"p45",45635.8770932137,1464.54565314035
"p45",46402.1530989227,3718.70810717044
"p45",54940.7896622694,10302.5573184389
"p45",59579.1238157546,8069.17120338658
"p45",70988.6211709944,5929.10185416996
"p46",39570.6354559266,22120.1914097694
"p46",54940.7896622694,8666.26554387346
"p46",59579.1238157546,20204.7961727428
"p47",33602.7411826441,6617.5815199202
"p47",35124.9031535329,6617.5815199202
"p47",45635.8770932137,2440.71028631298
"p47",54940.7896622694,5594.58623619153
"p47",70988.6211709944,10127.6504026018
"p48",29792.1660866185,1616.42718133008
"p48",29974.7086594416,1616.42718133008
"p48",31397.4856276848,1809.43341193665
"p48",33602.7411826441,3196.71758796731
"p48",35124.9031535329,1592.09720244111
"p48",39570.6354559266,9528.76983262254
"p48",41264.1789728678,1401.99604394068
"p48",45635.8770932137,5753.84061556339
"p48",46402.1530989227,1393.90084718087
"p48",52804.3988744404,4212.80386229316
"p48",54940.7896622694,33170.9516003548
"p48",59579.1238157546,8394.83430500409
"p48",70988.6211709944,2829.55465128836
"p49",35124.9031535329,3154.72871356597
"p49",54940.7896622694,5913.29783263484
"p49",59579.1238157546,2778.04468806555
"p5",13353.8842752697,2896.74525006416
"p5",14100.6878591239,2418.93160056904
"p5",14922.0389200649,6374.84001158069
"p5",14996.144345048,2896.74525006416
"p5",15135.6621050405,6899.5702217926
"p5",15627.2091989684,3585.27817778022
"p5",15841.5176804637,4293.48127462569
"p5",16216.6565071475,2643.0066052617
"p5",16226.7837256534,7993.41979015996
"p5",16750.1328152943,7787.08163536357
"p5",17242.5907850676,2239.75148200837
"p5",17412.080541241,2000.84465726081
"p5",17465.0594027004,7107.17908033745
"p5",17756.3237655923,22271.0264296508
"p5",17781.0168917904,7556.98196437854
"p5",18872.8887883071,8422.19929945895
"p5",18945.9029233104,11470.206977445
"p5",19453.8855852265,15343.9141184626
"p5",19855.4437353446,8344.30633988949
"p5",20201.2858900121,5586.16135552197
"p5",20731.4618909943,1522.71620364117
"p5",21100.7252319733,1761.93783251325
"p5",22090.9825092712,1761.93783251325
"p5",22188.7328871935,6956.03449585271
"p5",22238.2499344693,15259.021725019
"p5",22501.9342837872,3205.43564670375
"p5",22960.798785932,4487.94689522183
"p5",23410.6607766783,2093.94346286515
"p5",23438.8061887125,12026.6043913131
"p5",23693.3065170073,2692.30282330643
"p5",25062.6163102187,10555.2823878127
"p5",25538.4845745045,4580.46653707911
"p5",25597.4133773693,3944.51660637473
"p5",25774.6747488849,1747.32589384092
"p5",26462.5645115026,3239.74310309946
"p5",27770.8107807832,3523.8756650265
"p5",28200.4061465827,3696.21235064103
"p5",29687.404805842,6867.13936915522
"p5",29974.7086594416,551.345165881321
"p5",30676.7487938659,10735.5388340971
"p5",31634.8305508242,617.177424494015
"p5",35311.5605888182,8849.44876273398
"p5",39003.902179088,11843.3719564966
"p5",43575.2775875602,485.512907268625
"p5",70988.6211709944,4704.40378483113
"p50",26462.5645115026,4410.31620904513
"p50",26539.3623593754,2738.59435445144
"p50",28200.4061465827,3310.83795090398
"p50",29792.1660866185,19697.1185535227
"p50",29974.7086594416,3939.88248008032
"p50",31397.4856276848,14201.0747821764
"p50",31634.8305508242,2379.73863381291
"p50",33602.7411826441,14962.9382580665
"p50",34220.8807598846,1241.63979026123
"p50",34466.1434073301,4608.17055330718
"p50",35124.9031535329,36466.0553428515
"p50",36276.096267792,6803.15584828384
"p50",38682.6087325057,4228.15354751327
"p50",39003.902179088,2227.80896085427
"p50",39570.6354559266,20094.2898687725
"p50",41264.1789728678,17756.5871290866
"p50",43575.2775875602,9411.96067684686
"p50",46402.1530989227,23029.1975767861
"p50",52804.3988744404,16974.4970363593
"p50",54940.7896622694,5880.72454963482
"p50",59579.1238157546,6311.46320739098
"p50",70988.6211709944,625.890441980112
"p51",33602.7411826441,1163.01834127823
"p51",35124.9031535329,6707.79415921838
"p51",38682.6087325057,1438.42974031145
"p51",39570.6354559266,2174.98232745743
"p51",46402.1530989227,891.859643636858
"p51",52804.3988744404,2199.29122226021
"p51",54940.7896622694,6561.37948042534
"p51",59579.1238157546,6007.85776559927
"p51",70988.6211709944,2995.70263883053
"p52",29792.1660866185,1179.75413525719
"p52",31397.4856276848,4024.93724063648
"p52",33602.7411826441,8258.28560658848
"p52",35124.9031535329,9660.03168076081
"p52",38682.6087325057,1097.55965003152
"p52",39570.6354559266,17267.7288650863
"p52",41264.1789728678,1105.66854384251
"p52",46402.1530989227,5191.72557357478
"p52",52804.3988744404,10630.2178926363
"p52",54940.7896622694,4200.33026063411
"p52",59579.1238157546,12138.4689999617
"p53",35124.9031535329,22068.2188783669
"p53",39570.6354559266,44280.307034937
"p53",45635.8770932137,3541.36366628312
"p53",46402.1530989227,25742.2679103186
"p53",52804.3988744404,2809.48435451624
"p53",54940.7896622694,30666.3816341572
"p53",59579.1238157546,58657.9728924713
"p53",70988.6211709944,531.443328315466
"p54",39570.6354559266,28383.9915064433
"p54",46402.1530989227,1774.98004253345
"p54",52804.3988744404,11570.1887840296
"p54",59579.1238157546,22425.9912157476
"p55",33602.7411826441,827.67889942373
"p55",35124.9031535329,9810.63553135595
"p55",39570.6354559266,10585.3413963986
"p55",46402.1530989227,9748.39139185403
"p55",52804.3988744404,10940.4722764475
"p55",54940.7896622694,1928.4828484386
"p55",59579.1238157546,5575.61159410583
"p56",25062.6163102187,1018.25766541663
"p56",25538.4845745045,1231.02792386189
"p56",26462.5645115026,1139.84067024249
"p56",29792.1660866185,4775.76268709763
"p56",29974.7086594416,4018.94232117925
"p56",31397.4856276848,4292.69397909987
"p56",31634.8305508242,1634.69121019122
"p56",33602.7411826441,3247.63772850161
"p56",34220.8807598846,1285.95708535043
"p56",35124.9031535329,6989.52209871151
"p56",36276.096267792,1987.0276470168
"p56",39003.902179088,896.67466059076
"p56",39570.6354559266,631.763633132111
"p56",41264.1789728678,3790.6632136441
"p56",43575.2775875602,1356.43686524651
"p56",46402.1530989227,6038.47984633507
"p56",52804.3988744404,4675.48662400319
"p56",54940.7896622694,4614.3454340928
"p56",59579.1238157546,1335.61380838667
"p57",14100.6878591239,4654.44943341703
"p57",18945.9029233104,6768.03863240136
"p57",19453.8855852265,4928.97662441911
"p57",20176.3926602811,1924.59795696601
"p57",20731.4618909943,1812.70272690984
"p57",21650.633456713,8275.6021669067
"p57",22188.7328871935,1507.31097458313
"p57",22238.2499344693,1592.68387113098
"p57",22501.9342837872,7541.31542930195
"p57",23410.6607766783,427.193835855097
"p57",23438.8061887125,1657.86430244568
"p57",25538.4845745045,1790.49344664133
"p57",25597.4133773693,7675.39225653862
"p57",25826.8762096713,3345.15270682978
"p57",30676.7487938659,650.026698112794
"p57",35311.5605888182,14581.7731075335
"p57",39003.902179088,1304.1865845906
"p58",18872.8887883071,4648.25207866872
"p58",18945.9029233104,2211.93881097502
"p58",19453.8855852265,8845.98276900568
"p58",19855.4437353446,4123.67228174212
"p58",20176.3926602811,2083.81399552101
"p58",20201.2858900121,1929.01640492007
"p58",20731.4618909943,10689.3010960433
"p58",21650.633456713,10371.3580735919
"p58",22188.7328871935,6176.59191754765
"p58",22238.2499344693,11959.1068196907
"p58",22501.9342837872,5501.9936469649
"p58",22960.798785932,3050.87815315405
"p58",23350.8379933315,3034.98581040758
"p58",23410.6607766783,3483.21787285301
"p58",23438.8061887125,3157.56724486801
"p58",25062.6163102187,4717.94084877228
"p58",25538.4845745045,2044.18540089838
"p58",25597.4133773693,4465.18479954881
"p58",25826.8762096713,3802.75118815176
"p58",26462.5645115026,6465.1738640702
"p58",26539.3623593754,4200.37268030976
"p58",27770.8107807832,5456.17531764604
"p58",29687.404805842,5268.63068002157
"p58",29792.1660866185,7725.65875888631
"p58",29974.7086594416,6484.39899442481
"p58",30676.7487938659,9152.38710328704
"p58",31397.4856276848,10090.2918947721
"p58",31634.8305508242,7044.51455856062
"p58",33602.7411826441,8060.76427611065
"p58",34220.8807598846,2296.15678063002
"p58",34466.1434073301,2183.25699035711
"p58",35124.9031535329,15236.7598391719
"p58",35311.5605888182,13951.1020742697
"p58",36276.096267792,2126.59002111806
"p58",39003.902179088,1535.17692445863
"p58",39570.6354559266,16025.2399830993
"p58",41264.1789728678,10173.9022444154
"p58",43575.2775875602,8153.54615521425
"p58",46402.1530989227,12477.5861396367
"p58",52804.3988744404,12802.1413840262
"p58",59579.1238157546,7958.99265620424
"p59",15135.6621050405,1943.80794513671
"p59",15627.2091989684,1711.39612560949
"p59",16750.1328152943,2049.44968128544
"p59",17781.0168917904,1711.39612560949
"p59",19855.4437353446,1415.59926439304
"p59",35311.5605888182,2493.14497311013
"p6",12875.0324912057,4763.15390531756
"p6",12881.9841507155,5095.46696847925
"p6",13353.8842752697,5372.39452111399
"p6",15841.5176804637,5372.39452111399
"p6",16183.5907020363,3710.82920530554
"p6",17242.5907850676,4153.91328952113
"p6",19981.3099739419,3267.74512108995
"p6",22188.7328871935,4146.35368965793
"p6",22960.798785932,5012.75595316854
"p6",23438.8061887125,7649.49639977582
"p6",25062.6163102187,2687.19642747514
"p6",25538.4845745045,3248.70015858934
"p6",27770.8107807832,6535.4902421799
"p6",28200.4061465827,5012.75595316854
"p6",29687.404805842,3008.05570239754
"p6",39003.902179088,3651.26668193758
"p6",39570.6354559266,2191.66784337466
"p6",59579.1238157546,1929.97616058366
"p6",70988.6211709944,3724.64234213605
"p60",29792.1660866185,1485.00501794336
